iter	Logloss
287	0.2729795327
288	0.2728850044
289	0.2727937458
290	0.2726265639
291	0.272212224
292	0.2719726459
293	0.2717723875
294	0.2715293053
295	0.2712563327
296	0.2708650453
297	0.2706581101
298	0.2701736208
299	0.2700930238
300	0.2697161099
301	0.2696395094
302	0.2694926203
303	0.269434238
304	0.2691783777
305	0.2690548433
306	0.268963926
307	0.2688650453
308	0.2684814646
309	0.2680171787
310	0.2679498439
311	0.2678582511
312	0.2677764643
313	0.2673775654
314	0.2672056191
315	0.2670365568
316	0.2669631502
317	0.2668809919
318	0.2668003528
319	0.2665081381
320	0.2664223017
321	0.2663457095
322	0.2662847439
323	0.2661987465
324	0.2660335385
325	0.2659357883
326	0.2658879286
327	0.2658089929
328	0.2657081108
329	0.2653794726
330	0.2652847435
331	0.2652331459
332	0.2651074629
333	0.264970518
334	0.2648752154
335	0.2647106683
336	0.2645867055
337	0.2644534814
338	0.2643960808
339	0.2641636468
340	0.2639706446
341	0.2634498073
342	0.2633714919
343	0.2630100073
344	0.2629272934
345	0.2628396552
346	0.262641846
347	0.2625731706
348	0.2624758864
349	0.2623989984
350	0.2622353938
351	0.2620194403
352	0.2618520512
353	0.2617727053
354	0.2614510042
355	0.2614048336
356	0.2613425699
357	0.2611283848
358	0.260964989
359	0.2609237729
360	0.2608660097
361	0.2607310734
362	0.2606830779
363	0.2604927901
364	0.2602603432
365	0.2600838565
366	0.2599120181
367	0.2596125097
368	0.2595451166
369	0.2594812961
370	0.2594276955
371	0.2593209928
372	0.2592593946
373	0.2591994211
374	0.2591492394
375	0.2591103372
376	0.2590326695
377	0.2589407474
378	0.2588852361
379	0.2588262747
380	0.2587413854
381	0.2586227709
382	0.2585692888
383	0.2584866398
384	0.2582994875
385	0.2582266552
386	0.2580464829
387	0.257753992
388	0.2576754137
389	0.2573164327
390	0.2570035799
391	0.2569465505
392	0.2567813001
393	0.2566845349
394	0.2566333071
395	0.2565814802
396	0.2565157434
397	0.2564215585
398	0.2563204905
399	0.2562661035
400	0.256218437
401	0.2561318902
402	0.2560891541
403	0.2559302566
404	0.2558401561
405	0.2557814046
406	0.2557190294
407	0.2556761565
408	0.2555920976
409	0.2554279988
410	0.2553778321
411	0.2553131055
412	0.2552406904
413	0.2551814525
414	0.2551386507
415	0.255056912
416	0.2549836647
417	0.2546855601
418	0.2545728518
419	0.2544366769
420	0.2543935273
421	0.2543414487
422	0.2542803827
423	0.25412501
424	0.2539403293
425	0.2537998749
426	0.2537603248
427	0.2537037752
428	0.2536665375
429	0.253596413
430	0.2535562489
431	0.2534257135
432	0.2533710755
433	0.2532700611
434	0.2532103526
435	0.2530514281
436	0.2529158828
437	0.2526825677
438	0.2526463285
439	0.2525120169
440	0.2524169588
441	0.2523186169
442	0.2522809592
443	0.2522068284
444	0.2521677154
445	0.2520562063
446	0.2519327257
447	0.2518390193
448	0.2516457001
449	0.2516011701
450	0.2514801493
451	0.2512782728
452	0.2511716971
453	0.2511417053
454	0.2510774823
455	0.2510430886
456	0.2509536794
457	0.2509034232
458	0.2508330566
459	0.2507812849
460	0.2506509945
461	0.25060533
462	0.2504143745
463	0.2503536223
464	0.25031629
465	0.250253788
466	0.2499248558
467	0.2497836231
468	0.2496140953
469	0.2494935993
470	0.2494570741
471	0.2493722878
472	0.249335018
473	0.2492965572
474	0.249256194
475	0.2492096238
476	0.249150275
477	0.2490952433
478	0.2489941876
479	0.2489320445
480	0.2488196373
481	0.248795614
482	0.248746327
483	0.248640932
484	0.2485586256
485	0.2484923878
486	0.2483617582
487	0.2483080715
488	0.2481994341
489	0.248114375
490	0.2478778162
491	0.2478310454
492	0.2477701674
493	0.2477139083
494	0.2476834888
495	0.2476383865
496	0.2476078588
497	0.2475487316
498	0.247483366
499	0.2474321007
500	0.2473812148
501	0.2473248499
502	0.2472787602
503	0.2472236879
504	0.2471255803
505	0.2470339059
506	0.2469812257
507	0.2469509644
508	0.2467266962
509	0.2466392481
510	0.2465821193
511	0.2463384939
512	0.2462737727
513	0.2462386242
514	0.246198415
515	0.2461551436
516	0.2460016653
517	0.2459520249
518	0.2459112349
519	0.2458062165
520	0.2457690394
521	0.2457182526
522	0.2456689914
523	0.245630853
524	0.2455829674
525	0.2453805458
526	0.2453469424
527	0.2453190783
528	0.2452597454
529	0.2451524696
530	0.2451045314
531	0.2449726488
532	0.2449435974
533	0.2448956305
534	0.2448562234
535	0.2447974171
536	0.2446826273
537	0.2444666631
538	0.2444318552
539	0.2442882891
540	0.2442648065
541	0.2441674342
542	0.2440938374
543	0.2440600699
544	0.2440271339
545	0.2440007264
546	0.2439560409
547	0.2439167968
548	0.2437917951
549	0.2437525464
550	0.2436835631
551	0.2436564574
552	0.2436037214
553	0.2433867663
554	0.2433472371
555	0.2432821596
556	0.2432169863
557	0.2431941687
558	0.243140562
559	0.2430834347
560	0.242932706
561	0.2429022573
562	0.242869198
563	0.2428289464
564	0.2427598536
565	0.2427053089
566	0.2426184249
567	0.2425620574
568	0.2424930473
569	0.242446237
570	0.2423880126
571	0.2423419578
572	0.2422670517
573	0.2422052819
574	0.2421642901
575	0.242055982
576	0.2420150189
577	0.2419777973
578	0.2419476681
579	0.2419168973
580	0.2418280172
581	0.2417837581
582	0.2416562733
583	0.2415780018
584	0.2414765895
585	0.2413358037
586	0.2412855778
587	0.2412199273
588	0.2411661564
589	0.2410942836
590	0.2410283734
591	0.240980261
592	0.2409321642
593	0.2408893053
594	0.2406738796
595	0.2406365687
596	0.240588044
597	0.2405423117
598	0.240509016
599	0.2404855249
600	0.2403967443
601	0.2403357589
602	0.2402985449
603	0.2402477056
604	0.2401940972
605	0.240151655
606	0.2401223998
607	0.2400485705
608	0.2399649484
609	0.2399210792
610	0.2398410394
611	0.2398154653
612	0.2397566373
613	0.2397077087
614	0.2396532516
615	0.2396073806
616	0.2395440441
617	0.239300148
618	0.2392716944
619	0.2392281119
620	0.2391825893
621	0.2391482105
622	0.239108014
623	0.2390404991
624	0.2388671362
625	0.2387781973
626	0.2387290567
627	0.2386884757
628	0.2386553875
629	0.2385642883
630	0.2385159234
631	0.2384816457
632	0.2384431719
633	0.238410531
634	0.2383827636
635	0.2383424796
636	0.2381633948
637	0.238102156
638	0.2380322098
639	0.2379858482
640	0.2379217483
641	0.2378594699
642	0.2377863409
643	0.2377313232
644	0.2376967665
645	0.237669999
646	0.2376342073
647	0.2376025714
648	0.237570861
649	0.2375137172
650	0.23747859
651	0.237332433
652	0.237234531
653	0.2371759084
654	0.2371112469
655	0.2370735896
656	0.2369894205
657	0.2369460312
658	0.236915852
659	0.2368779849
660	0.2368443314
661	0.236759847
662	0.2367117078
663	0.2366551616
664	0.2365689414
665	0.2363522193
666	0.236264696
667	0.2362163423
668	0.2361720668
669	0.2361153753
670	0.2360786107
671	0.2360483435
672	0.2360294185
673	0.2359428931
674	0.2358969115
675	0.2358165782
676	0.235789326
677	0.2357104971
678	0.2356521663
679	0.2356255519
680	0.2354280186
681	0.2353738971
682	0.2353389709
683	0.2352903118
684	0.23525454
685	0.2352384242
686	0.2351698416
687	0.235114357
688	0.2350524633
689	0.2349820126
690	0.2349389553
691	0.2348986445
692	0.2348520153
693	0.2348022849
694	0.2347570648
695	0.2347295474
696	0.2346912367
697	0.2345783552
698	0.2345324026
699	0.2344845086
700	0.2344417813
701	0.2344081669
702	0.234374136
703	0.2343178641
704	0.2342616525
705	0.2342251781
706	0.2341619963
707	0.2339694469
708	0.2339216846
709	0.2338845194
710	0.2338547683
711	0.2337975444
712	0.2337801642
713	0.2337429107
714	0.2336875815
715	0.2336501415
716	0.2335917782
717	0.2335499291
718	0.2335082219
719	0.2333366851
720	0.2333095852
721	0.2332286716
722	0.2331793812
723	0.2331526092
724	0.2331009707
725	0.2330721294
726	0.2330480689
727	0.2329859745
728	0.2329359588
729	0.2328659376
730	0.2328277673
731	0.2327951084
732	0.2327466928
733	0.2326904037
734	0.2326421646
735	0.2325913838
736	0.2325409666
737	0.2325036688
738	0.2324815386
739	0.2324351709
740	0.232392888
741	0.2321904204
742	0.2321608995
743	0.2321153626
744	0.2320825916
745	0.2320427989
746	0.2319858778
747	0.2319605697
748	0.2318626076
749	0.2318151542
750	0.2317866683
751	0.2317306799
752	0.231692759
753	0.2316559634
754	0.2316126577
755	0.2315591443
756	0.2315134758
757	0.2314625805
758	0.2314152377
759	0.2313838567
760	0.2313425336
761	0.2313084283
762	0.2312649179
763	0.2312110497
764	0.2311687141
765	0.2311182156
766	0.2310819514
767	0.230897226
768	0.2308489531
769	0.2306636021
770	0.2306110975
771	0.2305700053
772	0.2305130001
773	0.2304822369
774	0.2302864071
775	0.2302354134
776	0.2301481752
777	0.2300950813
778	0.2300405767
779	0.2300003869
780	0.2299680684
781	0.2299391267
782	0.2298954528
783	0.2297974489
784	0.2297562292
785	0.2297042398
786	0.2296878092
787	0.2296511476
788	0.2295907927
789	0.2295459016
790	0.2294927379
791	0.2294342647
792	0.2292855026
793	0.2292251195
794	0.2291654712
795	0.2290354969
796	0.2289808621
797	0.2289131327
798	0.2288759188
799	0.2288527051
800	0.228802539
801	0.2287517733
802	0.2287156377
803	0.2285700648
804	0.2285422685
805	0.2284941819
806	0.2284511463
807	0.2284074757
808	0.2283440087
809	0.2283175588
810	0.2281946441
811	0.2281658655
812	0.228140991
813	0.2281189251
814	0.2280461689
815	0.2280226095
816	0.2279818322
817	0.2279516151
818	0.2279031412
819	0.2278467716
820	0.2277766065
821	0.2277358565
822	0.227697645
823	0.2276343417
824	0.2275937297
825	0.2275484628
826	0.2274770061
827	0.2274331179
828	0.2273926661
829	0.2273382202
830	0.2272779842
831	0.2272286174
832	0.2271839599
833	0.227144049
834	0.2270963076
835	0.2270513484
836	0.2270024661
837	0.22698014
838	0.226867478
839	0.226840641
840	0.2268144738
841	0.2268003665
842	0.2267490212
843	0.2267065565
844	0.2266755388
845	0.2266259956
846	0.2266044862
847	0.2265534249
848	0.2264724108
849	0.2264005937
850	0.2263676173
851	0.2263202618
852	0.22629121
853	0.2262626804
854	0.2262072343
855	0.2261731455
856	0.2261548161
857	0.2261083628
858	0.2260680422
859	0.2260420728
860	0.2260022558
861	0.225961519
862	0.2259100584
863	0.2258622014
864	0.2258165453
865	0.2257906866
866	0.2257509884
867	0.225717453
868	0.2256823076
869	0.2255770043
870	0.2255357744
871	0.22548501
872	0.225453423
873	0.2254274647
874	0.2254004928
875	0.225348763
876	0.2253060164
877	0.2252650847
878	0.2252207898
879	0.2251908692
880	0.2251660826
881	0.2251198168
882	0.2250810744
883	0.2250347132
884	0.2249955486
885	0.2249142434
886	0.2248856705
887	0.2248533093
888	0.2248088246
889	0.2247409624
890	0.2245889041
891	0.2245385333
892	0.224498071
893	0.2244685174
894	0.224441458
895	0.224405333
896	0.2243742879
897	0.2243337898
898	0.2243113912
899	0.2242790904
900	0.2242514146
901	0.2242125808
902	0.2241683185
903	0.2240947015
904	0.2239380467
905	0.2239131235
906	0.2238722836
907	0.2238409902
908	0.2238110288
909	0.2237557698
910	0.2237215485
911	0.2236921797
912	0.2236460494
913	0.2236095175
914	0.223575416
915	0.2235415541
916	0.2235084736
917	0.223465482
918	0.2234246045
919	0.2232889724
920	0.2232480641
921	0.2232098601
922	0.2231485299
923	0.223086613
924	0.2230355008
925	0.2230135891
926	0.2229709054
927	0.2229314075
928	0.2228894302
929	0.2228314992
930	0.2227999877
931	0.2227617765
932	0.2227205377
933	0.2226881072
934	0.2226484682
935	0.2226123315
936	0.2225742024
937	0.2224405647
938	0.22240096
939	0.2223772832
940	0.2223494901
941	0.2222354861
942	0.2221985459
943	0.2221554875
944	0.2220117351
945	0.2219760198
946	0.2219396163
947	0.2218792779
948	0.2218600666
949	0.2218371645
950	0.2218136599
951	0.2217669511
952	0.2217428157
953	0.2216970179
954	0.2216644677
955	0.2215753885
956	0.221407904
957	0.2213756414
958	0.2213025828
959	0.2212486074
960	0.2210961484
961	0.221008095
962	0.2209398928
963	0.2209008509
964	0.2208738217
965	0.2208310585
966	0.2207513564
967	0.220615732
968	0.2205763741
969	0.2204961611
970	0.2204632801
971	0.2204403122
972	0.2203889388
973	0.2203344784
974	0.2202799794
975	0.2202545836
976	0.220219125
977	0.2201613993
978	0.2200979718
979	0.2200495782
980	0.219975605
981	0.2199384583
982	0.219916914
983	0.2198278881
984	0.2197766375
985	0.2197431037
986	0.2195968
987	0.2195626735
988	0.2195178288
989	0.2194778916
990	0.2194603451
991	0.2194240785
992	0.2193825831
993	0.2193559035
994	0.2193162503
995	0.2192813456
996	0.219260292
997	0.2192153177
998	0.219185078
999	0.21912141
